#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   HLPW-6 Surface Pressure & Skin Friction Distribution DATA SUBMITTAL FORM for Test Case 1, March 3rd 2026, RevNew
#   Author: DJH, adapted from HLPW-5 submission files
#
#       NOMENCLATURE:
#                  N:   Number of unknowns (grid points for node-centered code, grid cells for cell-centered code)
#            X, Y, Z:   Coordinates of each computational point on the pressure cut in inches
#                 CP:   Coefficient of pressure - give mean if not converged to steady-state
#                 CF:   Skin-friction coefficient at wall = tau_w/(freestream dynamic pressure) 
#                                               - give mean if not converged to steady-state
#      CFX, CFY, CFZ:   Components of skin-friction coefficient at wall
#                                               - give mean if not converged to steady-state
#
#              ALPHA:   Angle of attack, deg.
#                MAC:   Mean aerodynamic chord = 30 inches
#                MRC:   x = 34.8082 inches, y = 0.0 inches, z = 0 inches
#
#                XXX:   Participant ID (assigned by HLPW committee); e.g., 001, 020, 147
#                TFG:   TFG the submission should fall under (e.g. R, S, A, H)
#            DATASET:   Sequential number, should start at 01 for each participant and TFG
#
#    E.g. TITLE field could be: 001_TC1_S_20 for the 20th submission by participant 1 to the scale resolving TFG
#
#             Nomenclature for pressure bands:
#             W:      Indicates plane on the wing (along chordwise rows WA to WG, spanwise row WSA-WSF)
#             S:      Indicates cut on slat element (along chordwise rows SA to SG)
#             Flap:   Indicates cut on flap element (along chordwise rows FA to FC, spanwise row FSF)
#
#            The cut locations for CRM-HLS are defined on <insert website location here>
#
#    FLOW CONDITIONS:
#            Angles of Attack: 10, 15, 20, 25, 30, 35 deg
#                 Mach Number: 0.20
#             Reynolds Number: 3.55 million (based on MAC)
#             Freestream Temp: 518.67 R
#
#              NOTES: 1. All numerical data fields can be free-formatted
#                     2. Please use at least 5 decimal places in the numerical values for CP, CF, etc.
#                     3. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#                     4. If not converged to steady-state (i.e., if run with a scale-resolving simulation
#                        or run time-accurately), give mean values of everything
#
#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ 

TITLE = "001_TC1_S_01"

#                            <----- Optional ----->
VARIABLES = "X" "Y" "Z" "CP" "CF" "CFX" "CFY" "CFZ"

# the following lines need the quotes, modify string to numeric value within quotes
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_10p0  = 79892960
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_15p0  = -999
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_20p0  = -999
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_25p0  = -999
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_30p0  = 175511672
DATASETAUXDATA N_NUMBEROFUNKNOWNS_AOA_35p0  = -999

# The following section is for AoA=10 deg:
# Chordwise rows:
# Row A
ZONE T="001 TC1 Row SA, <greek>a<\greek> = 10<math>0<\math>"
 1.071260059E+00 1.292961600E+00 2.432870000E-02 -3.564462439E+00 1.292037539E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.073337760E+00 1.292961600E+00 2.490568061E-02 -3.509260519E+00 1.179719272E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.075314053E+00 1.292961600E+00 2.545444417E-02 -3.468309543E+00 1.145204772E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.076883821E+00 1.292961600E+00 2.586715025E-02 -3.437357744E+00 1.137306053E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.079390289E+00 1.292961600E+00 2.652760000E-02 -3.389566167E+00 1.158870555E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.080443261E+00 1.292961600E+00 2.679053002E-02 -3.373038788E+00 1.174202288E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.083487221E+00 1.292961600E+00 2.754900000E-02 -3.316619825E+00 1.134075357E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.084002875E+00 1.292961600E+00 2.767044933E-02 -3.306088599E+00 1.130767328E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.087403443E+00 1.292961600E+00 2.847307096E-02 -3.237492966E+00 1.108985337E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.087570964E+00 1.292961600E+00 2.851259904E-02 -3.234096583E+00 1.107503531E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.087596396E+00 1.292961600E+00 2.851860000E-02 -3.233596330E+00 1.107435528E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.091148499E+00 1.292961600E+00 2.930386954E-02 -3.165010774E+00 1.074355736E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.091740752E+00 1.292961600E+00 2.943480000E-02 -3.154079402E+00 1.064183720E-02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.094733309E+00 1.292961600E+00 3.005422198E-02 -3.100900406E+00 9.959480213E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.095895109E+00 1.292961600E+00 3.029470000E-02 -3.080443172E+00 9.863639895E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.098320425E+00 1.292961600E+00 3.075799818E-02 -3.034228404E+00 9.422619119E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.100070947E+00 1.292961600E+00 3.109310000E-02 -2.999956876E+00 9.024449953E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.101914741E+00 1.292961600E+00 3.141376061E-02 -2.960990349E+00 8.559538535E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.104264185E+00 1.292961600E+00 3.182150000E-02 -2.911564685E+00 7.772304350E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.105510160E+00 1.292961600E+00 3.201234434E-02 -2.881473369E+00 7.326093920E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.108471314E+00 1.292961600E+00 3.246590000E-02 -2.809115068E+00 6.777598791E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.109113559E+00 1.292961600E+00 3.255375778E-02 -2.793556701E+00 6.640520998E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.112706033E+00 1.292961600E+00 3.304529939E-02 -2.705066917E+00 5.126443412E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.112727960E+00 1.292961600E+00 3.304781811E-02 -2.704546405E+00 5.115781667E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.112853313E+00 1.292961600E+00 3.306221411E-02 -2.701613398E+00 5.085362510E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.116338690E+00 1.292961600E+00 3.346247116E-02 -2.620962889E+00 4.290763855E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.116947066E+00 1.292961600E+00 3.353251683E-02 -2.606717624E+00 4.134272972E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.119921928E+00 1.292961600E+00 3.379598704E-02 -2.538657801E+00 3.838276860E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.121067518E+00 1.292961600E+00 3.389720000E-02 -2.511756991E+00 3.560909282E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.123491396E+00 1.292961600E+00 3.410455024E-02 -2.464216972E+00 3.015848221E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.125454220E+00 1.292961600E+00 3.427263420E-02 -2.421354207E+00 2.870180841E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.127038178E+00 1.292961600E+00 3.440384006E-02 -2.387654264E+00 2.924213246E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.130412626E+00 1.292961600E+00 3.468291702E-02 -2.311633627E+00 3.260049381E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.130922820E+00 1.292961600E+00 3.472372058E-02 -2.300788734E+00 3.282658333E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.132465280E+00 1.292961600E+00 3.484635819E-02 -2.269381357E+00 3.249488656E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.135179039E+00 1.292961600E+00 3.506237391E-02 -2.215009362E+00 3.159944402E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.136076627E+00 1.292961600E+00 3.513396692E-02 -2.196607406E+00 3.219600095E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.139416593E+00 1.292961600E+00 3.539022212E-02 -2.136451686E+00 3.436245216E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.141298765E+00 1.292961600E+00 3.553478227E-02 -2.105163016E+00 3.578635390E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.143499525E+00 1.292961600E+00 3.569717525E-02 -2.071585458E+00 3.856339269E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.146480383E+00 1.292961600E+00 3.591804862E-02 -2.028471155E+00 3.891929658E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.147782276E+00 1.292961600E+00 3.601086940E-02 -2.010007211E+00 3.870748552E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.149510648E+00 1.292961600E+00 3.613349421E-02 -1.988202167E+00 3.842861144E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.151490000E+00 1.292961600E+00 3.627465402E-02 -1.963576329E+00 3.796767503E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.154494363E+00 1.292961600E+00 3.648087088E-02 -1.930393604E+00 3.960066434E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.155362149E+00 1.292961600E+00 3.654123245E-02 -1.920651494E+00 4.002204740E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.159420640E+00 1.292961600E+00 3.681298157E-02 -1.873551068E+00 4.065379330E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.159732905E+00 1.292961600E+00 3.683420510E-02 -1.869942584E+00 4.060014610E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.161286967E+00 1.292961600E+00 3.693468600E-02 -1.853932358E+00 4.049297734E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.164554640E+00 1.292961600E+00 3.714514120E-02 -1.820385015E+00 4.036348125E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.165136911E+00 1.292961600E+00 3.718100495E-02 -1.814896963E+00 4.030422193E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.167076079E+00 1.292961600E+00 3.730171256E-02 -1.795695530E+00 3.993130939E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.169444826E+00 1.292961600E+00 3.744919165E-02 -1.772548191E+00 3.979200493E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.171875107E+00 1.292961600E+00 3.759615052E-02 -1.749636529E+00 3.999071518E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.173419389E+00 1.292961600E+00 3.768864621E-02 -1.735604285E+00 4.024926873E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.173924662E+00 1.292961600E+00 3.771767740E-02 -1.731058621E+00 4.023735859E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.178052229E+00 1.292961600E+00 3.795864836E-02 -1.694546838E+00 4.171863659E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.179370771E+00 1.292961600E+00 3.803188847E-02 -1.682851120E+00 4.168340060E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.183110902E+00 1.292961600E+00 3.824181381E-02 -1.649588724E+00 4.292041800E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.184840438E+00 1.292961600E+00 3.833401748E-02 -1.635865894E+00 4.351008090E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.188352375E+00 1.292961600E+00 3.852049804E-02 -1.605302509E+00 4.392927982E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.189701912E+00 1.292961600E+00 3.859284571E-02 -1.592220646E+00 4.443872006E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.191142592E+00 1.292961600E+00 3.866718855E-02 -1.579731439E+00 4.516912717E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.194239081E+00 1.292961600E+00 3.882395307E-02 -1.553589660E+00 4.652249083E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.195929933E+00 1.292961600E+00 3.890505019E-02 -1.540042516E+00 4.796304124E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.199337437E+00 1.292961600E+00 3.907197567E-02 -1.507176249E+00 5.016460328E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.202867730E+00 1.292961600E+00 3.923534484E-02 -1.476894740E+00 5.224531929E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.204445090E+00 1.292961600E+00 3.930976045E-02 -1.461508281E+00 5.223114385E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.205810623E+00 1.292961600E+00 3.937238611E-02 -1.449481468E+00 5.214948069E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.208885774E+00 1.292961600E+00 3.950730449E-02 -1.423368064E+00 5.178317511E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.210457321E+00 1.292961600E+00 3.957658601E-02 -1.409615354E+00 5.133381778E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.213923017E+00 1.292961600E+00 3.972189338E-02 -1.382120129E+00 5.149416283E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.214828534E+00 1.292961600E+00 3.976043858E-02 -1.374503135E+00 5.130129483E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.218059486E+00 1.292961600E+00 3.989076860E-02 -1.348216611E+00 5.197631550E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.219896610E+00 1.292961600E+00 3.996407257E-02 -1.333246975E+00 5.232187617E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.220377775E+00 1.292961600E+00 3.998201706E-02 -1.329546736E+00 5.236578929E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.222240973E+00 1.292961600E+00 4.005321506E-02 -1.315416161E+00 5.156658481E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.224667486E+00 1.292961600E+00 4.014587025E-02 -1.296851935E+00 5.041855558E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.225834892E+00 1.292961600E+00 4.018929221E-02 -1.289059632E+00 4.984314829E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.228534253E+00 1.292961600E+00 4.028657205E-02 -1.270800355E+00 4.832276312E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.230477481E+00 1.292961600E+00 4.035317833E-02 -1.257909784E+00 4.840057400E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.233523180E+00 1.292961600E+00 4.046023143E-02 -1.238331962E+00 4.818077984E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.236926299E+00 1.292961600E+00 4.057082254E-02 -1.214919474E+00 4.796381290E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.238462773E+00 1.292961600E+00 4.062182104E-02 -1.204649530E+00 4.739085129E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.240142535E+00 1.292961600E+00 4.067517517E-02 -1.194143089E+00 4.668739406E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.243265616E+00 1.292961600E+00 4.076947387E-02 -1.175428901E+00 4.515567477E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.246969520E+00 1.292961600E+00 4.087896620E-02 -1.154500610E+00 4.312945905E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.247062899E+00 1.292961600E+00 4.088156390E-02 -1.154013677E+00 4.310180020E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.247248773E+00 1.292961600E+00 4.088669221E-02 -1.153142597E+00 4.309336511E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.250586000E+00 1.292961600E+00 4.097895400E-02 -1.137723692E+00 4.259267915E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.251824207E+00 1.292961600E+00 4.101322430E-02 -1.131441954E+00 4.279883391E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.254224351E+00 1.292961600E+00 4.107485014E-02 -1.117640189E+00 4.243594799E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.256626150E+00 1.292961600E+00 4.113731204E-02 -1.104284076E+00 4.197222552E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.257277499E+00 1.292961600E+00 4.115292506E-02 -1.100692372E+00 4.160191362E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.259949543E+00 1.292961600E+00 4.121817416E-02 -1.087214281E+00 4.104179673E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.261402218E+00 1.292961600E+00 4.125090160E-02 -1.080011964E+00 4.119850187E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.263890964E+00 1.292961600E+00 4.130870977E-02 -1.067265150E+00 4.116400531E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.266728773E+00 1.292961600E+00 4.136942922E-02 -1.052333958E+00 4.082783356E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.268113456E+00 1.292961600E+00 4.139992677E-02 -1.045319812E+00 4.044123984E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.272201495E+00 1.292961600E+00 4.148188597E-02 -1.026117404E+00 3.914305631E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.272376374E+00 1.292961600E+00 4.148550024E-02 -1.025321711E+00 3.911409529E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.273636612E+00 1.292961600E+00 4.150888965E-02 -1.020244110E+00 3.912102688E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.276828394E+00 1.292961600E+00 4.156783304E-02 -1.007388931E+00 3.909877725E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.277253176E+00 1.292961600E+00 4.157477679E-02 -1.005505968E+00 3.896020470E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.282162562E+00 1.292961600E+00 4.165726074E-02 -9.823694555E-01 3.676045717E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.282962670E+00 1.292961600E+00 4.166906615E-02 -9.790110828E-01 3.642745218E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.284780662E+00 1.292961600E+00 4.169631057E-02 -9.718033941E-01 3.605086357E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.286975476E+00 1.292961600E+00 4.172943792E-02 -9.632044179E-01 3.545374865E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.290830221E+00 1.292961600E+00 4.178156232E-02 -9.492680905E-01 3.605440387E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.290863706E+00 1.292961600E+00 4.178203130E-02 -9.491316087E-01 3.605064657E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.291007729E+00 1.292961600E+00 4.178381229E-02 -9.484860699E-01 3.598995760E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.294615934E+00 1.292961600E+00 4.182777450E-02 -9.323087084E-01 3.437718012E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.295723818E+00 1.292961600E+00 4.183929237E-02 -9.280094803E-01 3.410022492E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.298558107E+00 1.292961600E+00 4.186946605E-02 -9.169711984E-01 3.340390708E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.300635809E+00 1.292961600E+00 4.189138436E-02 -9.084776877E-01 3.290217588E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.304012623E+00 1.292961600E+00 4.191997684E-02 -8.945691056E-01 3.241067586E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.306577794E+00 1.292961600E+00 4.194217238E-02 -8.850713487E-01 3.218586498E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.309643567E+00 1.292961600E+00 4.196211244E-02 -8.731897082E-01 3.143580084E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.311507954E+00 1.292961600E+00 4.197524358E-02 -8.660825752E-01 3.171469270E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.314169157E+00 1.292961600E+00 4.198998459E-02 -8.561436139E-01 3.075837318E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.315508555E+00 1.292961600E+00 4.199640180E-02 -8.513926603E-01 3.042247664E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.316866526E+00 1.292961600E+00 4.200129083E-02 -8.465676234E-01 3.055223831E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.319782813E+00 1.292961600E+00 4.201291947E-02 -8.361851859E-01 3.078779656E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.325067103E+00 1.292961600E+00 4.202586455E-02 -8.163397611E-01 3.106435717E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.325122667E+00 1.292961600E+00 4.202603905E-02 -8.161507928E-01 3.106947449E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.325185560E+00 1.292961600E+00 4.202613822E-02 -8.159274415E-01 3.107356272E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.330023344E+00 1.292961600E+00 4.202881667E-02 -7.996434784E-01 3.113033457E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.333445270E+00 1.292961600E+00 4.202727420E-02 -7.878149984E-01 3.051698885E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.334265423E+00 1.292961600E+00 4.202594931E-02 -7.851550033E-01 3.035891605E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.334958362E+00 1.292961600E+00 4.202442157E-02 -7.830934323E-01 3.022722943E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.337869691E+00 1.292961600E+00 4.201859263E-02 -7.742764731E-01 2.935149714E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.340089137E+00 1.292961600E+00 4.201081720E-02 -7.684868627E-01 2.931680189E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.341759761E+00 1.292961600E+00 4.200616151E-02 -7.635829354E-01 2.960305192E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.344373237E+00 1.292961600E+00 4.199396040E-02 -7.553271568E-01 2.996378017E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.345460383E+00 1.292961600E+00 4.198931992E-02 -7.518779730E-01 3.007912392E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.347313706E+00 1.292961600E+00 4.197943732E-02 -7.450974466E-01 2.972895994E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.349733746E+00 1.292961600E+00 4.196444638E-02 -7.360938766E-01 2.946560274E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.351962024E+00 1.292961600E+00 4.194796543E-02 -7.291142713E-01 2.917062106E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.354340349E+00 1.292961600E+00 4.193108887E-02 -7.218745228E-01 2.889220813E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.356234715E+00 1.292961600E+00 4.191603845E-02 -7.161461922E-01 2.878177030E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.358778143E+00 1.292961600E+00 4.189237429E-02 -7.085221430E-01 2.878913675E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.362787590E+00 1.292961600E+00 4.185300167E-02 -6.960332303E-01 2.852743762E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.363222076E+00 1.292961600E+00 4.184805273E-02 -6.947002731E-01 2.848152554E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.364610636E+00 1.292961600E+00 4.183193825E-02 -6.904445225E-01 2.819134393E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.367274608E+00 1.292961600E+00 4.180121525E-02 -6.821875601E-01 2.763591608E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.368203179E+00 1.292961600E+00 4.179008690E-02 -6.796927023E-01 2.741049022E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.371074702E+00 1.292961600E+00 4.175223122E-02 -6.720089746E-01 2.678908672E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.373315262E+00 1.292961600E+00 4.172201161E-02 -6.659632345E-01 2.677676715E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.375435233E+00 1.292961600E+00 4.168995311E-02 -6.599643524E-01 2.661803895E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.379162998E+00 1.292961600E+00 4.163241166E-02 -6.481502394E-01 2.674959461E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.379759638E+00 1.292961600E+00 4.162335773E-02 -6.462059589E-01 2.672207331E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.380250217E+00 1.292961600E+00 4.161539810E-02 -6.448364973E-01 2.661105644E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.383453145E+00 1.292961600E+00 4.156010656E-02 -6.359909237E-01 2.557230709E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.385985254E+00 1.292961600E+00 4.151510949E-02 -6.297298318E-01 2.497109381E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.386910424E+00 1.292961600E+00 4.149721179E-02 -6.275264346E-01 2.477955439E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.389675180E+00 1.292961600E+00 4.144372192E-02 -6.203618231E-01 2.413634433E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.390495524E+00 1.292961600E+00 4.142780965E-02 -6.182397217E-01 2.392346402E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.390724198E+00 1.292961600E+00 4.142343693E-02 -6.177237259E-01 2.389296065E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.393737493E+00 1.292961600E+00 4.136072708E-02 -6.107735595E-01 2.380306372E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.394282103E+00 1.292961600E+00 4.134945211E-02 -6.095352217E-01 2.382217972E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.396488269E+00 1.292961600E+00 4.130012514E-02 -6.035424436E-01 2.366190375E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 1.397911657E+00 1.292961600E+00 4.126881701E-02 -5.985495870E-01 2.334064784E-03 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
